Review
"For High Cholesterol 							""I have been on this medication before with no side effects. I stopped for a while then went back on it.. weeks after starting I felt horrible. Headaches, muscle aches, ringing in the ears, nausea, diarrhea, and dizziness. I ended up in the ER and then later saw my doctor who told me about the side effects and to stop taking it. Hoping to feel better soon. This medication is HORRIBLE, it shouldn’t be prescribed. The side effects are worse than the benefits. I rate it a zero."""
"For High Cholesterol 							""My Dr prescribed me atorvastatin 10mg, 8 weeks ago.  My numbers are in the 200's.  I was very hesitant because of the bad side effects I have heard other people tell me about but everyone is different, so I decided to give it a try."
"Lipitor (atorvastatin) for High Cholesterol, Familial Heterozygous 							""I have been using this medicine for about 6 years. As a result my cholesterol level test comes out normal."""
"For High Cholesterol 							""Being treated for high Cholesterol and high blood pressure, Atorvastatin is one of the drugs I have been on for over four years now. Results have been positive for me and my Doctor has lowered my prescription from forty to twenty mg per day.  I take one Atorvastatin at night, since I was told that the body produce Cholesterol at night time. So to get the full benefit of the statin I take it now, once a night with my medication for high blood pressure, Amlodipine. Which is another story, but positive, anyway I am positive about Atorvastatin and would recommend it. While at the same time, I would suggest that you watch your own reaction to any medication.  Mostly any medication that deals with your heart, be careful.       God Bless."""
"For High Cholesterol 							""I can only speak for 6 days as atorvastatin  is the 1st statin I have taken.  My Dr. prescribed the 40 mg pill to lower my cholesterol.  So far no side effects, other then that my dreams at night are move vivid, but I still am sleeping pretty well."""
"For High Cholesterol 							""I was given 10 mg atorvasatin by my doctor who say my cholesterol  was high, took them for 2 months now, I felt sweaty on my neck and backache . Didn't know what causes all these symptoms . I'm  56 yrs old, came into this forum to check the side effect of satin, now I know after reading similar stories, I also have chills at night too. Going to see my Gp soon whether to stop taking them atorvasatin. Going to try natural  ways for my well being ,"""
"Lipitor (atorvastatin) for High Cholesterol 							""After taking Lipitor for a few weeks I developed pain in both my legs ,arms and shoulders . After three months all my muscles were heavy and under powered I could hardly exercise .  I stopped taking Lipitor and some three months later I am nearly back to normal!"
"For High Cholesterol, Familial Heterozygous 							""After two months I have low cholesterol and triglycerides. I take 10mgs daily for 60 days."""
"For High Cholesterol 							""Had high cholesterol , Dr put me on atorvastatin, took for 3 months. Started feeling pain in shoulders and down both arms. Could not put my arms over my head, very stiff. Also, experiencing memory loses. I knew it was this drug, because it was the only prescription I was taking. It was a terrible experience. I went to an acupuncturist for help, and he helped me greatly. Taking red yeast rice with coq10 for my high cholesterol. Dr says it’s working, keep doing what you're doing! I’m doing a happy dance!!"""
"For High Cholesterol 							""I have been prescribed Atrovastatin for several years, and I have not had any problems with Apotex's product. The problem I have is my Pharmacy has closed. I wish to continue using Apotex's product, but none of the local Pharmacies ie Walgreens, CVS, Osco carry this product. I am retired US Army and Express Scripts does not carry this brand either. I refuse to accept any Atrovastatin manufactured in other countries. You are the only alternative."""
"For High Cholesterol 							""Excellent drug"
"For High Cholesterol 							""I was prescribed statins. Side effects were many of those listed here by other users so I stopped taking them. I can, with 80 percent confidence say within 5 years statins will be banned or have the famous black label warning box."""
"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""71 years. Heart attack with 5 stents. Automatically prescribed this as part of the ""cardiac cocktail"" as they call it. Had numbers on the getting slightly high for both cholesterol and BP before HA."
"For Prevention of Cardiovascular Disease 							""I'm a Type-2 diabetic and GP wanted me on a statin even though my cholesterol has always been normal to high end of normal. When I quit using rosuvastatin he put me on atorvastatin. Within a year I began having severe leg cramps at night. I had to come off this med as well."""
"Lipitor (atorvastatin) for High Cholesterol 							""I am an otherwise healthy 23 year old female. My new doctor ran a battery of blood tests and discovered my total cholesterol was 272! Started me on 20mg lipitor which brought it down to 202 after 2 months. Dosage was increased to 80mg since I have experienced no side effects. It is now at 142 after 4 months in total. Doctor is considering adding something else to get it down a bit more in 2 more months."""
"For High Cholesterol 							""I was only on this med for about 6 weeks when I finally figured out it was causing severe joint pain in my knees and feet. Stopped taking it and the pain went away after one day. Also caused diahrea. I'm going to try lowering my cholesterol with diet and exersize. Too many risks of side effects with statins."""
"For High Cholesterol 							""Get off this medication as quickly as you can, and do NOT take another statin ever."
"For High Cholesterol 							""I'm a 47 yr old overweight female.  I've had high blood pressure my entire life but never cholesterol issues.  I went in for blood work in Jan. 16 and was shocked to learn my LDL-p (particle count) was off the charts at 2,800 (should be 700 range) and my LDL small particle count was 1,500 (should be under 500).  Additionally all my blood lipids were way out of range.  I was given 40 mg of atorvastatin but after reading how horrible statins were, I got scared and only took 1/2 daily.  I just got my labs redone and since January-April (3 full months), all my blood lipids are in normal, optimal range.  I did alot of research on the effectiveness of lower dose statins and have not had any issues with taking 1/2 my pill daily.  Results speak."""
"Lipitor (atorvastatin) for High Cholesterol 							""This medicine did a number on my legs.  Had numbness, the legs felt like led, wobbly.  I had been a mail carrier and walked 10-11 miles and day, retired but continued to walk 4-5 miles a day besides being very active with DIY projects and part time job.  Took Lipitor earlier this year.  It got the numbers down, but I had 3 ER visits in one week and spent the night in the hospital because my legs were acting up and it scared me and my heart did weird things.  Lot of stress for me and my family.  We have good insurance, but this will still probably be around $2000.  I would not recommend Lipitor to anyone-there are other cholesterol meds out there."""
"Lipitor (atorvastatin) for High Cholesterol 							""At 40 mg, lipitor was too effective for me. My Total Cholesterol dropped from the 230's down to 138 in 4 weeks. The doctor covering for my regular doctor was thrilled."
"For High Cholesterol 							""Never had such side effects as I did when taking atorvastatin. Quality of life went out the window unable to dress myself below the waste because of very bad muscle pain and weakness in the legs unable to walk more than 100 yards.  Unable to bend down. Have now stopped taking it and quality of life is now back to normal after one week."""
"For High Cholesterol 							""I was started on this on a Tuesday and stopped taking it by Friday. I was only prescribed 10 mg a day. The first day I started feeling nauseated all day and was unable to eat. I started getting headaches and was so sleepy I could barely keep my eyes open. I stopped taking it and still have muscle cramps and pains. I emailed my doctor. Never in my life have I had high cholesterol. Its only a little above 200. But my doctor seems super worried, so tried me on a statin. I do not recommend statins to anyone. This was SUCH an awful experience"""
"For High Cholesterol 							""69 year old male. New to statins. Have started on Atorvastatin and in the first 80 days, with no side effects, cholesterol has dropped from 258 to 179, LDL to 100, and LDL/HDL ratio to 2.2. So... success! Very pleased."""
"For Prevention of Cardiovascular Disease 							""Six days on 20mg and I could not walk from pain in my feet! The pain in my arms, legs and back are horrendous.  This drug may be good for others but it is poison for this 81 yr. old.  I question why my Dr. Prescribed it for me.  It was not for cholesterol, my numbers are good.  Have very small amount of heart disease that I am willing to live with.  I hope that the damage done in six days will be history soon.  Can you believe I went from being very active to unable to barely function in just six days, and now they say it will be 3 to 4 weeks before I will be back to normal, I pray."""
"Lipitor (atorvastatin) for High Cholesterol 							""My doc says I may be the 1 in 100,000 that just can't take it. My liver enzymes went off the chart and I am still recovering from acute hepatitus and muscle pain."""
"For High Cholesterol 							""This drug has really had a negative impact on my life."
"For High Cholesterol 							""Wish I could rate this a zero. After only 3 days on atorvastatin 20mg I experienced constant headache, muscle pain and weakness, dizziness, couldn't sleep, tingling in the arms and legs and ringing in the ears."
"Lipitor (atorvastatin) for High Cholesterol 							""Lowers cholestorol but I have the oddest side effect - I call it itchy feet. In the bottoms only and nothing stops the itchy feeling, except Neurontin. It's an internal nerve itch, not external. I was scratching on concrete, anything to make it stop."""
"For High Cholesterol 							""Atorvastatin prescribed for years. on January woke up with severe leg cramps in both legs, aching in morning, couldn't walk any distance, joint pains severe, back so painful. Doc never mentioned it could be tabs and I couldn't believe a neighbour who was exactly the same as me. Her doc took her off them and she's back to her gym routine and never felt better!!! I've stopped them 3 days ago and I've never felt better. Started back at my gym."""
"For High Cholesterol 							""48 y.o., male, high cholesterol condition. Tried Pitavastatin and Rosuvastatin, both with unpleasant side effects. Swapped to Atorvastatin (lipitor), starting from 5 mg daily: as results - 40% less cholesterol after 2 month usage. Doctor recommended increase to 10 mg, and after 2 weeks - some serious headaches occurred. Now, will try Q10, and in case it will not help - get back to 5 mg. BTW: ""solid male function"", even after 5 mg dosage."""
"For High Cholesterol 							""I am so happy to see that it’s just not me having a bad experience with this drug atorvastatin. My LDL in March was 201. This was the only abnormal lab result. She put me on 10mg of Atorvastatin, daily. I asked of side effects and after the first day I had indescribable deep muscle pain. At first I thought I was getting another round of Shingles! I of course stopped taking it but adhered to the Plant based diet. In preparation of this mornings f/u bloodwork I took another yesterday with supper. Needless to say up all night with abdominal cramps, stomach pain, loose stools and nausea! So mad I called the Doctors office and cancelled my appointment! Never again!"""
"For High Cholesterol 							""Took atorvastatin for one month.  I experienced nosebleeds, eye and sinus pressure, dry sinus, muscle aches dull headache."
"For High Cholesterol 							""Was on Crestor with muscle pain. Tried atorvastatin 10mg and then 20 mg - now have LDL at 68. I recommend trying different statins and lower doses to find one that doesn't bother you. I most clearly was rosuvastatin intolerant."""
"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""My chlosterol was high and after some blood work my doctor told me that my risk factor was high. I was put on atorvastatin 40 mg. My cholesterol went down and I am doing well. I have no side effects so far. I continue to do blood work and it's fine."""
"Lipitor (atorvastatin) for High Cholesterol, Familial Homozygous 							""I took this for 2 + months after taking 40 mg crestor for years and it started causing muscle cramps.  The doc gave me Lipitor 80mg caused severe myopathy and was so bad for me I thought it was the end of me !!! 54 yrs old male on Crestor 40 mg for 15 years and stable at 200 tot col, I think they gave me too strong dose too quickly"""
"Lipitor (atorvastatin) for High Cholesterol 							""I've been on Lipitor (Atorvastin) 40mg for about 6 years and complained about leg cramps for 5 of those years.   All I kept hearing was the ""low on potassium""  with never a solution.   The cramps have been unrelenting and at times, all day long.   Legs, feet, toes, fingers.   Talking to a friend about this the other day, she said she had to stop taking Lipitor due to leg cramps.   Well, knock me down.   I never associated this cramping with my cholesterol medication.   I stopped taking it a week ago and haven't had one single cramp!    Now I have to find another cholesterol medication but it sounds like all of them can have this side effect."""
"Lipitor (atorvastatin) for High Cholesterol 							""So I went to the doctor for peripheral neuropathy and back spasms.  She does my bloodwork and my cholesterol is extremely high.  She puts me on generic Lipitor and it made my back spasms even worse.  Now my upper back has a tremor that still hasn't gone away even after quitting the drug 2 months ago.  I have loss strength in my legs and I  have terrible short term memory. It would give me dizzy spells and I just felt sick all the time.  I'm still recovering from it and I told my doctor I quit taking it because it was making me shake. Now she wants me to start taking it again, but I'm not going to,"""
"For High Cholesterol 							""I will not live long enough to enjoy the benefits of low cholesterol because I will probably take drastic measure due to the grade III - IV Tinnitus I have as a result  taking Atorvastatin. 11 months in, starting with 10mg and increasing to 40mg. Some minor side effects at the beginning like tiredness and vision problems. Unfortunately during the 11th week, I have developed horrible tinnitus. It is unbearable. I stopped taking the drug two days ago. If the tinnitus does not reduce..."""
"Lipitor (atorvastatin) for High Cholesterol 							""Severe muscle pain, and skin pain couldn’t stand my bra touching my skin, my Dr. took me off of it, she said I should have let her know sooner she would have changed it."""
"Lipitor (atorvastatin) for High Cholesterol 							""My number was 240 with a bad ratio. Now its around 140 with a great ratio."""
"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I have taken Lipitor for over two years. HDL are 76 total cholesterol is 147. Appears to be working properly. Have full blood tests every six months."""
"For High Cholesterol 							""Atorvastatin lowered my cholesterol but the leg pain I had was unbearable. I went off it because of my legs hurting enough that it was interfering with my day to day life."""
"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""My cholesterol has always been in the normal range, about 145, although my LDL/HDL ratio, 90/55, is not optimal. I eat healthy,  10% body fat, work out over 300 days a year. But a heart scan at 60 gave me a shock, showed a lot plaque in my LAD, not good.  Started Lipitor 10mg daily, cholesterol dropped into the 90s, with LDL of 50.  Went to 10mg/5mg alternating days, last lipid panel showed cholesterol at 114, LDL 72.   I have never had any negative side effects.   Two very athletic friends with high cholesterol  used statins but quit because of muscle pain I  third athletic friend, with cholesterol of 300,  uses a statin, cholesterol into normal range with no side effects."
"For High Cholesterol 							""Major muscle spasms on this medication"""
"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I was put on 20 mg of Lipitor for high LDL and atherosclerosis of the aorta.  I also have a hole in my heart.  I started getting headaches and migraines 24/7, memory loss and wicked moodiness ( and I'm normally a happy person).  It took me a little over a week to realize it was the Lipitor.  I stopped immediately, it was hard for me to work and I had no personality because I felt awful.  I have to get the groin heart surgery done to close the hole in my heart anyway so I am willing to take that risk rather than take that med ever again!"""
"For High Cholesterol 							""Hi, I can't rate this medicine yet as I have only been on it 8 days,, I don't know my ratios but I know my cholesterol was 6.3, I haven't noticed any side effects yet but have to get another liver test in six weeks and a cholesterol test  after my 3 month course of atoravastatin,hope all goes well and don't get all these cramps, pain etc which I have read about on this forum. I will let you know my results in 3 months,,"""
"For High Cholesterol 							""I was 52 year and a half ago when I had a slight stroke, been on Atorvastin ever since. My cholesterol was near 200 at time of stoke went on 20 mg tablets and it dropped it to 78. I had a little bit of muscle aches at first and was concerned about the side effects. My doc took me down to 10mg about 5 months back and now my colesterol levels now its up around 125 again so he bumped me up a little bit to 15 mg. In the last year have had very little side effects, just some ringing in the ears but that might not be a drug side effect..."""
"For High Cholesterol 							""Hi, my doctor prescribed me lipitor 10 mg.   I have been taking it for 2 months.   My cholesterol level was 210 total, now my total level is 167, LDL is lower and my HDL the same.  I'm please to say that I don't or have had any side effects.   I see many of you with side effects, I suggest exercise and drink lots of water.    No side effects here, I'm happy."""
"Lipitor (atorvastatin) for High Cholesterol 							""Works very well."""
"For High Cholesterol 							""In the first few days of taking Lipitor I was unbelievably tired, weak and dizzy. I had muscle aches,dry mouth and a headache. I felt on the verge of having a heart attack. I felt nauseous and these symptoms just got worse the longer I took it. It got to the point where I was so dizzy I couldn't drive my car . I had to get off it immediately"""
"For High Cholesterol 							""I was prescribed 10 mg. and started having leg, heel, hip and shoulder pain.  My doctor lowered it to 5 mg. but I still have pain.  My legs and hips hurt when I sleep.  I’ve taken 2 other statins before this one and had problems with those also.  While on one statin I couldn’t even climb a chair.  My legs were so weak."
"Lipitor (atorvastatin) for High Cholesterol 							""This medicine is wonderful. My cholesterol was around 225. After taking Lipitor is around 130. Amazing stuff."""
"Lipitor (atorvastatin) for High Cholesterol 							""I began taking atorvastatin after cardiac bypass surgery. 4 arteries 75%+ blocked. Starting at 40mg my LDL cholesterol level dropped dramatically, and my HDL climbed slightly. Had some issues with muscle cramping especially in legs, so Dr. cut dosage to 20 mg. after 6 months on lower dosage my HDL is 58,  LDL is 42, triglyceride is 56, total cholesterol 106. Cardiac doc says these are great #s, and muscle problems are minimal, with no other side effects. Heart surgery is no fun at all, do what you can to avoid it."""
"Lipitor (atorvastatin) for High Cholesterol 							""I’ve been on Pravastatins 20 mg. For 5 yrs. Cholesterol was 225. It never went down. I do enjoy my cocktails, wine in the evening..nothing changed. My liver enzymes for 18 years always stayed at 20-21 ( range is 4-43) in August 2018, went in for my quarterly bloodwork..no change. Doctor put me on Lipitor 20 mg with next bloodwork to be done in January. Well, I also started the Keto diet in January..high fat, protein diet..low carbs, sugar."
"Lipitor (atorvastatin) for High Cholesterol 							""I'm 81 years old and have been on 40mg to 80 mg of lipitor for at least 10 years. It works wonders. No side effects."""
"For Hyperlipoproteinemia 							""Thought I was getting Parkinson's.  Drink plenty of water, strong, 59 and take ubiquinol.  Was losing the ability to orient in space and time fell on brick stairs, could not get on or off  escalator, tremors muscle and joint pain . Relatively severe cognitive impairment I would forget the subject of the conversation mid-sentence. Luckily forgot to take the atorvastin  medicine for 2 days. The side effects started clearing."
"For High Cholesterol 							""Before starting taking atorvastatin 10mg: 230 total cholesterol,  160 LDL."
"Lipitor (atorvastatin) for High Cholesterol 							""Doctor put me on Lipitor after my heart attack.   It destroyed my memory over 6 months.  Short term memory almost non-existent; large gaps in long term memory.  I’d meet someone on the street whom I’d worked with for 20 years and could not remember their name."
"For Prevention of Cardiovascular Disease 							""20mg a day gave me stomach pains. Went to 10mg. Works good, no side effects."""
"For High Cholesterol 							""Been on liptitor for 2 months. Woke up on Monday with problems with my hands, memory loss, mood swings, and loss of thoughts. Doctor told me to discontinue. Hope everyday I get back to normal."""
"Lipitor (atorvastatin) for High Cholesterol 							""My cholesterol level was 322 and my doctor prescribed Lipitor. I started to feel very weak. I was in pain constantly and I felt very tired and sore. I could not even do my daily chores."
"For High Cholesterol 							""Was prescribed this medication this week have not taken it yet doing research on it reading all  these reviews I'm not so sure I want to take this medication. Guess I'll just keep high cholesterol."""
"For High Cholesterol 							""This drug is like a slow poison, after few days of taking it, started to feel pain in my fingers, talked to my doctor and they said I can continue the ""medication"", slowly other side effects started to develop, low energy, tiredness, dizziness, confusion, panic attacks, anxiety, and general feeling of awfulness. I messaged my doctor last night and stopped the medication without their approval, I will never take it again."""
"Lipitor (atorvastatin) for High Cholesterol 							""My Dr prescribed Lipitor (40mg) four months ago for high cholesterol of 342. I started feeling like my lower legs weighed a ton. Then it also went into my knees and behind the knees. The pain was unbearable, especially in the muscles circling the knee with more severe pain above and towards the outer side of both knees. My doctor thinks it's from an injury I suffered 11 years ago and sent me for X-rays. I tried telling him it felt more like muscle than joint pain, but at this point, the pain was so bad that I wasn't  even sure anymore. Confusion started a few weeks ago, where I was struggling to think of words. 3 days ago, I quit taking it, and I slowly am feeling better. Thankfully I found these reviews today. Things are making more sense"""
"For High Cholesterol 							""I started taking 20mg because my doctor suggested I should be taking this due to my abdominal aortic aneurysm. I do not have high cholesterol, in fact I'm in pretty decent shape for a 52 yr old (non-smoking) female. I'm the type of person who would rather not take  meds unless absolutely necessary. I read the side effects and became paranoid it was destroying my liver. (Had blood test & my liver was fine.) I did however go to work and was noticeably spacey & unable to concentrate. I stopped taking it immediately after that."
"For High Cholesterol 							""I took it one day and had to stop.  Didn't read the pamphlet and I took it before I went to bed.  Not for me since I have osteoarthritis and degenerative disc disease with back muscle spasms.  I also have thyroid, vertigo, sinus problems, stomach and bowel issues.  I have been on pain killers for my pain for over 10 years, so I was afraid that this medication was going to not mix well with my medicines.  But, the next day, my right ear was completely blocked, I had a headache with fuzziness.  So weak I had to take the day off of work and go back to bed, slept all day.  My face was a gray color and my eyes looked like I was in pain.  I drank a lot of water to flush this one pill out of me and felt much better. """
"Lipitor (atorvastatin) for High Cholesterol 							""On Lipitor I developed Polyneuropathy in my left foot. Burning and electrical charge sensations. Stopped Lipitor and problem went. Took several weeks before it left my body.Everyone on Statins should be taking Co Enzyme Q10 or Ubiquinol to help prevent muscle pains. I prefer quality of life to one of pain. I am an active healthy 83 yr old with high cholesterol. """
"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""This drug is the absolute worst in the world for me. I have been on it for five years or more and being in excruciating pain for three of those years. I have been on Tylenol three, Codiene contin and hydromorphone and the doctor argued every time when I went in to get more pain meds. My legs have been in unbelievable pain for so long I can't honestly think of the time when I was not in pain. I just started reading about this and stopped taking Lipitor and told the doctor that I would never go back on it again. In about a month I have started to feel better but I am left with weak legs and a huge bill from the chiropractor, massage therapist, acupuncturist, exercise therapist and naturopathic doctor. I have had three trips to the hospital emergency department with no help in the long run. I am very very angry. I hope my lingering pain goes away soon."""
"Lipitor (atorvastatin) for High Cholesterol 							""I did not have a clue that Lipitor could give me so many severe side effects! Lower back, back of my legs, headaches, running nose, memory lost. I go blank for a few seconds, & lastly, speech impediment!!!! I have a medical appointment w/ my prime doctor next week & I will discuss w/him...."""
"For High Cholesterol 							""Was prescribed 20 mg a day from my Dr. After 3 weeks was noticing severe shoulder pain in my right and left shoulders and forearms. My arms were so weak I couldn’t hold them above my head. I stopped taking this drug immediately after reading the reviews. I am taking “red yeast rice” and coq10 every other day 1 tab each. My husband has been taking this for his high cholesterol, and it has lowered his scores substantially! With no side effects! His Dr says, whatever your taking, keep taking it!"""
"Lipitor (atorvastatin) for High Cholesterol 							""Aug 8 (Reuters) - Pharmaceutical giant Pfizer is facing a mounting wave of lawsuits by women who allege that the company knew about possible serious side effects of its blockbuster anti-cholesterol drug Lipitor but never properly warned the public."
"For Prevention of Cardiovascular Disease 							""Doctor put me on a 20mg dosage because I have diabetes 2. He said that my numbers are not that high but to prevent a heart attack. I been taking them for three days and I'm feeling depressed my legs feel heavy the back of my neck is killing me . I wake up with my left hand numb. I really don't know what should I do."""
"Lipitor (atorvastatin) for High Cholesterol 							""I too am taking lipitor. But my problem is how they change the shape and color.  Now they are giving me peach and oval shape ones. I would like to know if anybody has these kind before."""
"For High Cholesterol 							""Awful drug.  20mg dose started 3 weeks ago.  A full 4 days now of flu like symptoms and the necessity to sleep at random hours.  My muscles and joints are so painful, especially my ankles and waves of nausea pass over me constantly.  I’ve only kept taking it as the warnings say don’t stop abruptly….but I’m going to.  I’ll report back in a few days as to how I am.  These symptoms I have can’t be coincidental."""
"For High Cholesterol, Familial Heterozygous 							""Side effects from atorvastatin meant that I stopped taking it : tendinitis in hands and ankles, muscle weakness that was debilitating. It gets better later  in the day but early morning is difficult.  I have high familial cholesterol about 8 (reduced via statins from 10) but the 40mg dose hasn't reduced it further and the side effects are dire for me: doc says other treatments are available but it will take 3 months to clear."""
"For High Cholesterol 							""I am 50 years old, soon as I started to take these tablets , I have felt weak and have  not been able to ejaculate when having sex with my partner. My  cholesterol isn't that high either.  So if you are still sexually active , keep away from this!"""
"For Prevention of Cardiovascular Disease 							""I started on 80 mg of atorvastatin  after receiving a stent  following a blocked coronary artery . "" After researching . I told GP  I wasn't happy , and  she suggested a lower dose 40 mg. After one and a half years  I ended up with diabetes 2, memory problems ,  heartburn , blurred vision , joint pain , stiffness , cramping .   My memory recovered as did digestive problems a few weeks after stopping them . I wish I hadn't taken them at all .horrible !"""
"For High Cholesterol 							""Very good and effective"""
"For High Cholesterol 							""On it for 6 years. Adverse affects sneak up on you. It makes you old before your time. I had neuropathy in feet and finally in hands, pain in neck and legs. I dragged my feet when I walked, finally my mind was so foggy I couldn't remember what I saw the instant before or remember what I read . I would fall asleep in a instant after sitting down. My wife wouldn't let me drive except in the neighborhood for fear I would doze off- (I wonder how many 'old' people have caused auto accidents because of statins). I could not do simple arithmetic. I am off of it as of 2 months ago and am slowly improving.  This stuff is poison and should be taken off the market. I rate it 0."""
"Lipitor (atorvastatin) for High Cholesterol 							""Suffered from memory loss/lapse and muscle aches/cramps in my legs.  Switched to Crestor and have had no side effects at all."""
"For High Cholesterol 							""Was on atorvastatin about 4 months with no problems. Then developed severe musculoskeletal pain and extreme fatigue. Was due for a follow up visit at 6 months so I just continued thinking my body would adjust. It had become so bad that I told my husband that if this was how my life was going to be from here on out, I was just ready to die, that is how poor my quality of life had become. During the 6 months, I worked hard to lose 30 pounds eating clean, also eliminating dairy and gluten, and develop an exercise regimen to include cardio and resistance training. I added CoQ10 and magnesium supplements but didn’t see any relief from the symptoms. At the 6 month follow up, all my numbers looked good accept my A1c which now categorized me as prediabetic, despite low fasting glucose. I told the HCP, no more, I was done with it. My biggest regret is not going in before the 6 month recheck."""
"For High Cholesterol 							""I had a TIA  and the ER Doctor prescribed me this med plus one baby aspirin per day. The atorvastatin to be taken at night. No side effect so far."""
"For High Cholesterol, Familial Heterozygous 							""This drug does lower cholesterol levels. My high levels are genetic and I have stents from a heart attack at age 64. I'm 68 now and changing my diet has helped me feel better and lose weight, but I just can't take Lipitor for my higher than normal levels. The problem is the side affects. I suffer with allergies which cause me to cough and sneeze. I also have previously suffered with colitis which still acts up. I've been told that the drug is not related, but I've tried it for periods of about 3 to 5 months to get cholesterol levels in check. It works, but every time I take it I feel listless and depressed. Worst of all when I sneeze or cough from allergies I suffer anal leakage. When I stop it, I'm okay. It's just not worth it."""
"Lipitor (atorvastatin) for High Cholesterol 							""My dad takes Lipitor and he is very happy with it. His cholesterol levels are much closer to his target level, with no side effects. """
"Lipitor (atorvastatin) for High Cholesterol 							""How is this stuff legal?  5 urgent care and 2 ER trips, and no one related the Lipitor to my pains. I had severe muscle cramps everywhere.  Deep excruciating pain in glute muscles that had me in physical therapy.  Itching and tingling on face and extremities.  Sharp pain in various muscles that concludes with lasting aches and difficulty with motion. Fatigue too.  Been on for over a year then looked up side effects and called my doctor. Took statin specific blood test and have to have test to see if my muscle fibers have broken down. I'm a walking side effect commercial...and it's not fun."""
"For High Cholesterol 							""After taking this medication I had a hard time swallowing and breathing. My tongue, lips and eyes were burning.I was not feeling well.  I have not had this experience with other manufacturers."""
"Lipitor (atorvastatin) for Prevention of Cardiovascular Disease 							""I was put on Lipitor after a mild heart-attack and stent placement. A short time after starting the script, my hands started hurting daily. They woke me up at night. Then the pain spread through out my body . It got so bad I could not push up off a chair or bed. Nothing helped. It was nerve and muscle pain. Took it for a year before the doctor finally heard me and took me off Lipitor to see if that was the cause. Within days the pain started letting up . Now 4 months later I’m back to normal. The pain was so bad I  thought I was terminal and felt that way to the point of writing out a will . Not everyone has this reaction . But pay attention if you start taking it and then have body pain. It can be dangerous.  I don’t know what long term effect may show up later from it. Now my hands still hurt daily from it . But less than when I was on the pill."""
"For High Cholesterol 							""Prescribed 10mg daily but experienced muscle pains. I talked to my doctor and we agreed to splitting the 10mg pill in half. I take 5mg per day with no side effects. Cholesterol levels have dropped to almost near normal range."""
"For High Cholesterol 							""Been on atorvastin for about 3 -4 weeks the first couple of weeks felt very fuzzy and light headed eyes wouldn’t focus additionally had sharp stabbing pain in my back. Stopped taking them for a week then started again now I’m getting chest tightness aches around chest and back plus heart pounding all the time esp at night which is messing with my sleep ( haven’t slept much at all since taking this drug come to think of it)"
"Lipitor (atorvastatin) for High Cholesterol 							""I am a male in my late 40's and I have artery plaque."
"For High Cholesterol 							""My Dr has me on Atorvastatin 80 mgs.  I did not see one person here with a dosage this high.  I am miserable.  My stomach rumbles all day and night.  I have uncontrollable gas all day and night.  I am afraid to have company or to go out because I cannot hold this gas.  My legs and back hurt and my memory is pitiful.  I did not know that Atorvastatin was Lipitor.  I do know that I was prescribed Lipitor 20 years ago and got very sick.  I will be asking my Dr to change this medication.  I am done."""
"Lipitor (atorvastatin) for High Cholesterol, Familial Homozygous 							""This caused me severe muscle pain and cramps ."""
"For High Cholesterol 							""Many horrible side effects made taking it impossible."""
"For High Cholesterol 							""Good anti inflammatory effects, some muscle weakness  but as it’s also the likely cause of both of my Cataracts I’m wondering what other damage it might cause"""
"For High Cholesterol 							""I take 10 mg daily. I have muscle, back as well as joint pain. Not sure if it is caused by statin. Will keep monitoring."""
"For High Cholesterol 							""Thankful that this med works for me. 10mg tablet daily; no side effects other than a little stomach uneasiness in first few weeks only. Bad cholesterol was normalized in 3-4 weeks of usage."""
"For High Cholesterol 							""I took 10mg atorvastatin for 8 months. During that time I slowly had the following side effects; extreme tiredness. Memory loss and confusion."
"For High Cholesterol 							""I had high cholesterol for 2 plus years. After less than 2 months on Atorvastatin, my cholesterol is normal. I have had side effects, headaches and muscles aching,  but the Atorvastatin works, and worked very quickly for me. Great medication!"""
"Lipitor (atorvastatin) for High Cholesterol 							""Just take a low dose niacin (500mg) and TMG (500mg) you will se a huge difference. Cholesterol will drop (bad) and good will go up. I had similar negative side effects to lipitor that are reported here. Now I have no side effects and cholesterol has gone down the bad and the good has gone up. And I have high energy levels. P. S I am a diabetic also. The TMG also has a calming effect. I am not a doctor just telling people what worked for me. Forgot to mention my my triglycerides went way down also."""
"For High Cholesterol 							""Been taking 20mg atovastatin for 7.5 years with no ill effects but I also take coq10 daily . Total cholesterol 213 to 112 , LDL 119 to 42"""
"For High Cholesterol 							""I have been on this pill for 2 months now. Experiencing  the same side effects muscles  aches, cramps, headache, nausea  and stomach problems. By reading what others says about this drug helped me to understand why I'm  having all these pains without realizing  that it's due to this drug."
"For High Cholesterol 							""I was put on 20mg of Atorvastatin in April 2019 by a new Cardiologist. I started to feel fatigued the first week and lowered the dose to 10mg (split the pill)."
